#,,,,,
#,,,,,
2016-06-01,1000000000,"","","",####### OPENING BALANCE: R 50109.44 #######
2016-06-01,1113.9,"","","",MAGTAPE CREDIT - 0000034
2016-06-01,985.0,"","","",MAGTAPE CREDIT - ABSA BANK 0000035- DE KONING
2016-06-01,-3164.26,"","","",INSURANCE PREMIUM - PREMIUMCOLRF48039570CIA09981
2016-06-01,-158.47,"","","",INSURANCE PREMIUM - COMPENDIUMCOMPEN BRONZ005 DK78
2016-06-01,252.67,"","","",CASHMAN ACCOUNT LEVEL INTEREST - CM ACCOUNT IN   AICR251217280
2016-06-02,1165.56,"","","",CREDIT TRANSFER - ABSA BANK 17 Bronze Park
2016-06-02,1200.0,"","","",IB PAYMENT FROM - 0000042
2016-06-02,1800.0,"","","",CASH DEPOSIT - 0001481        WINDERMERE   606
2016-06-02,-979.92,"","","",CATS THIRD PARTY PAYMENT - COLIN DE KONING    MDC94 11:39
2016-06-02,-36.7,"","","",CASH DEPOSIT FEE - BRANCH - ACC 251217280 DEP BCH 2726
2016-06-03,-350.0,"","","",CATS THIRD PARTY PAYMENT - GATE DOCTOR        KWT74 08:35
2016-06-03,-5000.0,"","","",CATS THIRD PARTY PAYMENT - MR GWALA PAINTING  KWT74 08:35
2016-06-03,-5200.0,"","","",CATS THIRD PARTY PAYMENT - GATE DOCTOR        KWT74 08:35
2016-06-03,-74.27,"","","",BUSINESS ELECT BANK CHARGES - STNDRDBANK   BOL PMS03 MAY 16
2016-06-04,1690.0,"","","",IB PAYMENT FROM - 0001565
2016-06-04,-1803.75,"","","",CATS THIRD PARTY PAYMENT - COLIN DE KONING    MDC94 16:19
2016-06-06,1191.12,"","","",IB PAYMENT FROM - 0000044
2016-06-08,-4659.9,"","","",CATS THIRD PARTY PAYMENT - COLIN DE KONING    KWT74 09:53
2016-06-09,4700.0,"","","",CREDIT TRANSFER - CIA298214/UNIT 2
2016-06-01,1113.9,"","","",MAGTAPE CREDIT - 0000034
2016-06-01,985.0,"","","",MAGTAPE CREDIT - ABSA BANK 0000035- DE KONING
2016-06-01,-3164.26,"","","",INSURANCE PREMIUM - PREMIUMCOLRF48039570CIA09981
2016-06-01,-158.47,"","","",INSURANCE PREMIUM - COMPENDIUMCOMPEN BRONZ005 DK78
2016-06-01,252.67,"","","",CASHMAN ACCOUNT LEVEL INTEREST - CM ACCOUNT IN   AICR251217280
2016-06-02,1165.56,"","","",CREDIT TRANSFER - ABSA BANK 17 Bronze Park
2016-06-02,1200.0,"","","",IB PAYMENT FROM - 0000042
2016-06-02,1800.0,"","","",CASH DEPOSIT - 0001481        WINDERMERE   606
2016-06-02,-979.92,"","","",CATS THIRD PARTY PAYMENT - COLIN DE KONING    MDC94 11:39
2016-06-02,-36.7,"","","",CASH DEPOSIT FEE - BRANCH - ACC 251217280 DEP BCH 2726
2016-06-03,-350.0,"","","",CATS THIRD PARTY PAYMENT - GATE DOCTOR        KWT74 08:35
2016-06-03,-5000.0,"","","",CATS THIRD PARTY PAYMENT - MR GWALA PAINTING  KWT74 08:35
2016-06-03,-5200.0,"","","",CATS THIRD PARTY PAYMENT - GATE DOCTOR        KWT74 08:35
2016-06-03,-74.27,"","","",BUSINESS ELECT BANK CHARGES - STNDRDBANK   BOL PMS03 MAY 16
2016-06-04,1690.0,"","","",IB PAYMENT FROM - 0001565
2016-06-04,-1803.75,"","","",CATS THIRD PARTY PAYMENT - COLIN DE KONING    MDC94 16:19
2016-06-06,1191.12,"","","",IB PAYMENT FROM - 0000044
2016-06-08,-4659.9,"","","",CATS THIRD PARTY PAYMENT - COLIN DE KONING    KWT74 09:53
2016-06-09,4700.0,"","","",CREDIT TRANSFER - CIA298214/UNIT 2
2016-06-09,-769.95,"","","",IB PAYMENT TO - COLIN DE KONING     923773517
2016-06-10,981.01,"","","",MAGTAPE CREDIT - ABSA BANK UNIT 5
2016-06-10,-5866.0,"","","",CATS THIRD PARTY PAYMENT - TAPTHAT PLUMBING   MDC94 14:32
2016-06-10,-6156.0,"","","",CATS THIRD PARTY PAYMENT - LIEBENBERG FRASER  MDC94 14:32
2016-06-10,-5000.0,"","","",CATS THIRD PARTY PAYMENT - MT GWALA           KWT74 09:31
2016-06-10,1000000000,"","","",####### CLOSING BALANCE: R 25969.48 #######
